"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jun 07 10:39:57 GMT 2024","Fri Jun 07 10:39:57 GMT 2024","93","","BankLoginTest","","BankLoginTest","userLoginToBank","userLoginToBank()",""
