"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jun 07 19:11:09 GMT 2024","Fri Jun 07 19:11:09 GMT 2024","63","","BankLoginTest","","BankLoginTest","userLoginToBank","userLoginToBank()",""
